Id,SalePrice
1782,140506.92
1783,169574.08
1784,154073.6
1785,163103.16
1786,176249.97
1787,192526.08
1788,131235.42
1789,161723.88
1790,148609.12
1791,187346.6
1792,171984.48
1793,112213.71
1794,177758.73
1795,111752.68
1796,117617.58
1797,156651.9
1798,166527.83
1799,143681.84
1800,178376.88
1801,166236.67
1802,165516.58
1803,168077.72
1804,111253.53
1805,169648.0
1806,162810.38
1807,172353.6
1808,155657.28
1809,159495.14
1810,173409.44
1811,155995.36
1812,149708.27
1813,168201.03
1814,159733.22
1815,125923.055
1816,162580.58
1817,166625.06
1818,178799.94
1819,166916.9
1820,128743.99
1821,159465.03
1822,170471.4
1823,120603.086
1824,167092.73
1825,172021.39
1826,164132.38
1827,159114.72
1828,168148.1
1829,165748.62
1830,182888.06
1831,190196.17
1832,140622.22
1833,181012.84
1834,110971.875
1835,123013.32
1836,170359.75
1837,151710.52
1838,172457.02
1839,104445.164
1840,160923.55
1841,111420.98
1842,146799.77
1843,169328.3
1844,116171.82
1845,155713.55
1846,170277.08
1847,177337.45
1848,125418.13
1849,103759.24
1850,168279.33
1851,172831.92
1852,180630.53
1853,176216.86
1854,128055.69
1855,116431.02
1856,205394.14
1857,170971.89
1858,161797.77
1859,153023.66
1860,162522.75
1861,152064.81
1862,214531.06
1863,216372.08
1864,216372.08
1865,238519.4
1866,161902.27
1867,216640.9
1868,155435.36
1869,205088.4
1870,145273.66
1871,221339.75
1872,121707.555
1873,130929.02
1874,154877.81
1875,124268.26
1876,177129.22
1877,133542.94
1878,204825.89
1879,107772.734
1880,106394.41
1881,214639.94
1882,150657.0
1883,193770.89
1884,197210.16
1885,215735.39
1886,233946.19
1887,200021.6
1888,226309.86
1889,182201.98
1890,171561.03
1891,163135.05
1892,159665.3
1893,187022.94
1894,156472.44
1895,169051.73
1896,168453.86
1897,161676.22
1898,160418.05
1899,190704.19
1900,173046.98
1901,179421.86
1902,114299.32
1903,142238.98
1904,167754.56
1905,126973.875
1906,154388.95
1907,205257.86
1908,144254.52
1909,162288.58
1910,160559.92
1911,122184.72
1912,240260.42
1913,170750.12
1914,140354.25
1915,153520.64
1916,137679.73
1917,223285.6
1918,159001.72
1919,177870.98
1920,161422.78
1921,172971.4
1922,154762.5
1923,130856.99
1924,133670.75
1925,138043.78
1926,176392.89
1927,103825.76
1928,103539.11
1929,103106.05
1930,159665.89
1931,163960.44
1932,162827.92
1933,121296.32
1934,108269.69
1935,169535.92
1936,117753.945
1937,111828.266
1938,117353.38
1939,147664.14
1940,136944.7
1941,112729.1
1942,175890.62
1943,140775.05
1944,165993.02
1945,168774.5
1946,102979.67
1947,234629.22
1948,116625.39
1949,138585.12
1950,122074.88
1951,150656.56
1952,211779.3
1953,184269.4
1954,192353.92
1955,162230.7
1956,152026.11
1957,164156.17
1958,161265.53
1959,169391.92
1960,155506.38
1961,158858.94
1962,142989.47
1963,144678.44
1964,151672.61
1965,171013.8
1966,174104.58
1967,230519.16
1968,263112.53
1969,172885.66
1970,277519.0
1971,272044.9
1972,171614.7
1973,227164.2
1974,161537.52
1975,271757.06
1976,151080.28
1977,248321.28
1978,166487.5
1979,159171.8
1980,133731.95
1981,162688.06
1982,218151.27
1983,210198.77
1984,185925.53
1985,201704.03
1986,198143.69
1987,188575.73
1988,120173.92
1989,128157.58
1990,133874.1
1991,136730.03
1992,130782.266
1993,189877.56
1994,138282.14
1995,119315.734
1996,222989.17
1997,247276.28
1998,161521.34
1999,148768.78
2000,155196.88
2001,233722.95
2002,132236.2
2003,227692.55
2004,227318.94
2005,218124.42
2006,212297.38
2007,215624.53
2008,212010.06
2009,195071.39
2010,199530.61
2011,159024.31
2012,197333.94
2013,123994.21
2014,125311.484
2015,134005.92
2016,193253.06
2017,200256.55
2018,162804.31
2019,159608.81
2020,155541.08
2021,154752.02
2022,168452.58
2023,164659.31
2024,146614.81
2025,248285.53
2026,129953.49
2027,179035.06
2028,178534.8
2029,164431.62
2030,143525.17
2031,141834.25
2032,139922.44
2033,142483.5
2034,182468.9
2035,119922.734
2036,191898.06
2037,194530.97
2038,167071.55
2039,142264.62
2040,157073.77
2041,232794.66
2042,194833.22
2043,108317.09
2044,183029.4
2045,123813.89
2046,169796.11
2047,165292.89
2048,174697.19
2049,105980.92
2050,118833.45
2051,104684.49
2052,164164.0
2053,113236.055
2054,95144.94
2055,179877.94
2056,171681.0
2057,163075.94
2058,201753.08
2059,169470.12
2060,182664.78
2061,114360.93
2062,166839.08
2063,163078.42
2064,108714.08
2065,160213.94
2066,184120.44
2067,147391.48
2068,168750.67
2069,146726.98
2070,150662.89
2071,157170.88
2072,168565.06
2073,110563.586
2074,124702.53
2075,111746.6
2076,159413.33
2077,186372.36
2078,160819.69
2079,167830.56
2080,158336.52
2081,164294.16
2082,154166.64
2083,173239.67
2084,158573.31
2085,160169.48
2086,148105.72
2087,168209.36
2088,149364.58
2089,143444.02
2090,167084.3
2091,156946.34
2092,174611.23
2093,159326.39
2094,171385.72
2095,177004.42
2096,145001.67
2097,145956.75
2098,174609.9
2099,128663.836
2100,125947.195
2101,160981.88
2102,174256.4
2103,155442.03
2104,192702.42
2105,161492.38
2106,127522.39
2107,200321.3
2108,160453.84
2109,158764.44
2110,115356.4
2111,115409.66
2112,172209.5
2113,159458.34
2114,154245.45
2115,174138.95
2116,163225.16
2117,167048.28
2118,166544.67
2119,153980.9
2120,105589.09
2121,103586.02
2122,156607.55
2123,149382.11
2124,195289.36
2125,177692.45
2126,176659.89
2127,183742.95
2128,161805.64
2129,113380.31
2130,165566.94
2131,181538.9
2132,169117.03
2133,167399.3
2134,171240.97
2135,153289.64
2136,142806.86
2137,173920.53
2138,175223.44
2139,160954.1
2140,112607.26
2141,115154.375
2142,113920.4
2143,110169.2
2144,170191.84
2145,163946.69
2146,173806.47
2147,167529.61
2148,172537.78
2149,162737.72
2150,130857.74
2151,165120.38
2152,164967.39
2153,182243.34
2154,147620.78
2155,177085.81
2156,136778.55
2157,209849.84
2158,138273.58
2159,138145.19
2160,125656.016
2161,141620.14
2162,257525.67
2163,246736.84
2164,144394.22
2165,132046.42
2166,161131.47
2167,129866.766
2168,121346.414
2169,132379.55
2170,133442.11
2171,113459.27
2172,108353.36
2173,115927.125
2174,211989.64
2175,155909.84
2176,161088.3
2177,138512.6
2178,130919.16
2179,173642.44
2180,192766.75
2181,200888.92
2182,206278.86
2183,201723.45
2184,162071.89
2185,161017.34
2186,162687.75
2187,116111.234
2188,166860.56
2189,125309.09
2190,142304.25
2191,142003.56
2192,143960.4
2193,152906.08
2194,140547.27
2195,168637.27
2196,160523.95
2197,167608.72
2198,184293.83
2199,186000.89
2200,170321.58
2201,179560.69
2202,209561.27
2203,108651.055
2204,123969.266
2205,110458.83
2206,118653.96
2207,135150.1
2208,214025.5
2209,129034.94
2210,149881.98
2211,160078.31
2212,160705.31
2213,153520.94
2214,174321.23
2215,165735.81
2216,183721.22
2217,120067.5
2218,143510.66
2219,137517.94
2220,145995.72
2221,152580.38
2222,143855.0
2223,142304.39
2224,188360.22
2225,147994.17
2226,172151.55
2227,130107.38
2228,141657.56
2229,146906.77
2230,166452.58
2231,135082.83
2232,112152.41
2233,183448.8
2234,142486.22
2235,130214.38
2236,145330.88
2237,165738.19
2238,128194.01
2239,152669.89
2240,172612.83
2241,186601.78
2242,153859.08
2243,148119.56
2244,145434.72
2245,146932.12
2246,107021.07
2247,133876.53
2248,147648.1
2249,151331.05
2250,153967.25
2251,94746.9
2252,170706.97
2253,110197.79
2254,112830.31
2255,114828.67
2256,197175.73
2257,188067.47
2258,120572.84
2259,113868.805
2260,172623.2
2261,138593.45
2262,142954.44
2263,167894.61
2264,180481.92
2265,116816.96
2266,151816.75
2267,166999.22
2268,172478.56
2269,108579.9
2270,194603.33
2271,205734.47
2272,131882.44
2273,179891.66
2274,190086.64
2275,114495.16
2276,134221.56
2277,177462.64
2278,166042.58
2279,157265.33
2280,150306.69
2281,117449.89
2282,120736.695
2283,144413.62
2284,151440.48
2285,169812.78
2286,156706.75
2287,255959.14
2288,232828.4
2289,259109.22
2290,278440.22
2291,243148.64
2292,274747.34
2293,275031.28
2294,173341.16
2295,182573.69
2296,148530.06
2297,156389.34
2298,160121.69
2299,169020.45
2300,261264.23
2301,231524.69
2302,144939.86
2303,141265.12
2304,147577.7
2305,194523.36
2306,193665.78
2307,127912.766
2308,208026.05
2309,149462.62
2310,213589.77
2311,206114.67
2312,111744.58
2313,183524.22
2314,118039.305
2315,120132.445
2316,119975.7
2317,118390.82
2318,120891.55
2319,191790.84
2320,196268.08
2321,214055.5
2322,189489.36
2323,131736.5
2324,132034.33
2325,127571.29
2326,127624.34
2327,208205.66
2328,136298.72
2329,115649.19
2330,114700.73
2331,166094.67
2332,169944.98
2333,157188.11
2334,224171.48
2335,235449.39
2336,162132.48
2337,194392.8
2338,224343.0
2339,215669.77
2340,174650.2
2341,196921.48
2342,221765.06
2343,211066.53
2344,211113.44
2345,224433.53
2346,211428.77
2347,203019.81
2348,215191.89
2349,177161.48
2350,149996.81
2351,218661.16
2352,144013.95
2353,214326.78
2354,158747.17
2355,168814.58
2356,178321.6
2357,125757.32
2358,126372.875
2359,165832.1
2360,159806.05
2361,170923.47
2362,147641.61
2363,115055.36
2364,121952.48
2365,138700.83
2366,137874.06
2367,141566.27
2368,201165.56
2369,137120.86
2370,161785.11
2371,179778.81
2372,125617.555
2373,150033.58
2374,157383.7
2375,142084.97
2376,231049.14
2377,175650.58
2378,173539.31
2379,197146.78
2380,113157.14
2381,187332.66
2382,121019.24
2383,193949.31
2384,212871.11
2385,116832.0
2386,169427.31
2387,171032.06
2388,102165.125
2389,108908.44
2390,116381.18
2391,111530.16
2392,158055.0
2393,191336.5
2394,176834.02
2395,189935.52
2396,113483.625
2397,196262.47
2398,162661.53
2399,128207.82
2400,126119.8
2401,153889.16
2402,167786.56
2403,171324.11
2404,116775.195
2405,114200.72
2406,171550.39
2407,108159.47
2408,178999.38
2409,166560.39
2410,179919.45
2411,161857.5
2412,114141.7
2413,171795.64
2414,164633.56
2415,167644.36
2416,164653.34
2417,168645.47
2418,159650.52
2419,159838.36
2420,154510.47
2421,177571.5
2422,158539.89
2423,164839.22
2424,108593.36
2425,181507.23
2426,175891.12
2427,157399.17
2428,121454.32
2429,104574.734
2430,108245.33
2431,158019.28
2432,173555.69
2433,173445.0
2434,176375.9
2435,170945.64
2436,156217.03
2437,155147.45
2438,165117.7
2439,174128.16
2440,168252.05
2441,152972.44
2442,158393.31
2443,161794.06
2444,161486.84
2445,141252.6
2446,171061.42
2447,130636.414
2448,166698.64
2449,152071.34
2450,173186.66
2451,163084.64
2452,215079.88
2453,145384.25
2454,162050.56
2455,157346.05
2456,169620.67
2457,160907.12
2458,167480.58
2459,167326.98
2460,173193.1
2461,159200.48
2462,164273.47
2463,167560.12
2464,201182.25
2465,168175.52
2466,163168.97
2467,125153.0
2468,146583.9
2469,148182.58
2470,191733.23
2471,200129.02
2472,195031.77
2473,170754.19
2474,136925.11
2475,209717.2
2476,110270.95
2477,171871.84
2478,178530.89
2479,153922.17
2480,116723.086
2481,114555.336
2482,165766.95
2483,109750.89
2484,104546.31
2485,162680.61
2486,174791.17
2487,209139.19
2488,181859.31
2489,174083.83
2490,174150.4
2491,149401.48
2492,190362.22
2493,113842.2
2494,110463.78
2495,154994.39
2496,146535.12
2497,172548.48
2498,159396.9
2499,101775.07
2500,165480.75
2501,176903.67
2502,171818.1
2503,157149.6
2504,163844.31
2505,207732.83
2506,223919.36
2507,155287.48
2508,144489.12
2509,134131.1
2510,211753.44
2511,197908.77
2512,199693.19
2513,135726.69
2514,139710.3
2515,110742.56
2516,117404.65
2517,104239.38
2518,108961.625
2519,131517.95
2520,132656.83
2521,127830.81
2522,200240.69
2523,109991.89
2524,108624.64
2525,155650.3
2526,115201.164
2527,109233.29
2528,163627.56
2529,166929.48
2530,154493.52
2531,207177.48
2532,208751.83
2533,196280.06
2534,213494.25
2535,236272.64
2536,141393.3
2537,141242.08
2538,126362.87
2539,204866.73
2540,188484.58
2541,188148.38
2542,120825.04
2543,168410.0
2544,166583.6
2545,172106.89
2546,173620.25
2547,163976.7
2548,113290.5
2549,171240.81
2550,184297.52
2551,171651.2
2552,161637.53
2553,137352.92
2554,156146.44
2555,164131.44
2556,153211.73
2557,161199.4
2558,179991.02
2559,179891.66
2560,169240.78
2561,177118.06
2562,161287.83
2563,170061.56
2564,192947.73
2565,121382.3
2566,116027.11
2567,118614.81
2568,123912.52
2569,128459.336
2570,148019.44
2571,110933.99
2572,120518.01
2573,133308.69
2574,162894.86
2575,175904.05
2576,172081.45
2577,168947.94
2578,145912.08
2579,127392.086
2580,162307.61
2581,171548.6
2582,160334.39
2583,153206.05
2584,124085.89
2585,192671.36
2586,135414.33
2587,116982.3
2588,111392.29
2589,113181.43
2590,132216.03
2591,197057.88
2592,129812.28
2593,141977.83
2594,186267.7
2595,136332.0
2596,242906.67
2597,121927.7
2598,148909.88
2599,156534.08
2600,164722.77
2601,104818.555
2602,134838.94
2603,147023.8
2604,130962.36
2605,127770.73
2606,175613.73
2607,122830.21
2608,119791.29
2609,117425.7
2610,140735.98
2611,152335.1
2612,113253.664
2613,108449.81
2614,156082.7
2615,119503.29
2616,109657.26
2617,117224.75
2618,123247.7
2619,190462.64
2620,114709.26
2621,112198.945
2622,114969.695
2623,147865.1
2624,152904.62
2625,157493.17
2626,116654.09
2627,127371.31
2628,175536.55
2629,174831.84
2630,172398.31
2631,180448.02
2632,170985.1
2633,241420.55
2634,171671.5
2635,116723.64
2636,184409.52
2637,138533.73
2638,139778.27
2639,177338.97
2640,172446.81
2641,152516.5
2642,122656.97
2643,143675.27
2644,160391.73
2645,143835.11
2646,143675.53
2647,144746.48
2648,175169.31
2649,174010.3
2650,162947.53
2651,170013.72
2652,175196.55
2653,225167.38
2654,209688.8
2655,174804.34
2656,157880.7
2657,162110.06
2658,157870.16
2659,159122.61
2660,163671.27
2661,166279.8
2662,169831.1
2663,155912.52
2664,228757.08
2665,241187.66
2666,227705.8
2667,174534.66
2668,186779.28
2669,121891.55
2670,157756.23
2671,125897.36
2672,202764.6
2673,192429.34
2674,193415.67
2675,194776.94
2676,131669.55
2677,116936.336
2678,143320.27
2679,158913.33
2680,243380.64
2681,167213.4
2682,163244.61
2683,180985.22
2684,163407.69
2685,162978.3
2686,150319.16
2687,161500.86
2688,207677.17
2689,208350.06
2690,267514.03
2691,186653.75
2692,102564.695
2693,129697.945
2694,157897.72
2695,196078.0
2696,127868.37
2697,119944.016
2698,128749.516
2699,195282.84
2700,189232.03
2701,117697.25
2702,161313.83
2703,159371.83
2704,112324.63
2705,108296.125
2706,158254.25
2707,113095.54
2708,112558.51
2709,99941.91
2710,109274.76
2711,157542.89
2712,251832.06
2713,185560.62
2714,170725.69
2715,177627.9
2716,120673.84
2717,124604.1
2718,139355.67
2719,121589.8
2720,192220.98
2721,171755.02
2722,182405.05
2723,168339.19
2724,170261.64
2725,115662.31
2726,167988.45
2727,183115.3
2728,123884.41
2729,174710.02
2730,168009.28
2731,162190.64
2732,165899.33
2733,176396.77
2734,178381.8
2735,182023.28
2736,171372.33
2737,163570.47
2738,108194.86
2739,116593.14
2740,114437.516
2741,179330.69
2742,118859.18
2743,175339.78
2744,178451.56
2745,170297.2
2746,176333.52
2747,180247.66
2748,166405.11
2749,163131.47
2750,172066.19
2751,171365.12
2752,204947.23
2753,173384.3
2754,211433.4
2755,170770.14
2756,141083.36
2757,136795.52
2758,136204.89
2759,175739.89
2760,161837.89
2761,170232.42
2762,178595.25
2763,192209.06
2764,181949.86
2765,142070.06
2766,166093.89
2767,138186.97
2768,158728.7
2769,171926.11
2770,177596.9
2771,155926.19
2772,154051.27
2773,194629.12
2774,175317.89
2775,163330.72
2776,168617.48
2777,182140.48
2778,151783.45
2779,178274.31
2780,157285.12
2781,157566.78
2782,161127.48
2783,150097.55
2784,164614.1
2785,168397.16
2786,131793.55
2787,157127.11
2788,140624.77
2789,195547.84
2790,148526.38
2791,160788.7
2792,129278.2
2793,112220.67
2794,149648.89
2795,153982.81
2796,102977.51
2797,124642.84
2798,158173.22
2799,155948.06
2800,148469.3
2801,166504.97
2802,158713.72
2803,178998.34
2804,166899.39
2805,150564.78
2806,96473.63
2807,178699.36
2808,114529.12
2809,110608.2
2810,176306.28
2811,113542.086
2812,111238.25
2813,115332.2
2814,175640.53
2815,148728.5
2816,216174.48
2817,179565.14
2818,163279.02
2819,197762.36
2820,175549.1
2821,154971.62
2822,185612.48
2823,215808.44
2824,123188.016
2825,170101.14
2826,168043.1
2827,166244.44
2828,136399.75
2829,183419.77
2830,133099.47
2831,131471.3
2832,207451.11
2833,229572.48
2834,129643.53
2835,206288.9
2836,129937.26
2837,188248.88
2838,167672.03
2839,120484.336
2840,126097.664
2841,132048.94
2842,133666.16
2843,113766.016
2844,114619.266
2845,154272.23
2846,133845.62
2847,120227.69
2848,207347.86
2849,198595.08
2850,150883.17
2851,129635.87
2852,135863.83
2853,204142.0
2854,173696.44
2855,203476.1
2856,127440.57
2857,196022.67
2858,202241.81
2859,168257.02
2860,107795.555
2861,162619.5
2862,197501.31
2863,158261.19
2864,143413.52
2865,167770.88
2866,166041.94
2867,148755.73
2868,156623.23
2869,158290.02
2870,109561.72
2871,147189.77
2872,121556.984
2873,149157.47
2874,168524.72
2875,168739.58
2876,176384.14
2877,165536.16
2878,180442.86
2879,169023.2
2880,154979.77
2881,172714.77
2882,186593.95
2883,136014.34
2884,128635.62
2885,119972.04
2886,211774.45
2887,152725.52
2888,173152.97
2889,136298.19
2890,145288.06
2891,167372.64
2892,123671.57
2893,147205.2
2894,133600.9
2895,159530.89
2896,153602.66
2897,122065.92
2898,167181.05
2899,203011.48
2900,172305.11
2901,124946.45
2902,124313.19
2903,246356.64
2904,247532.28
2905,139511.39
2906,192112.84
2907,150897.98
2908,110608.305
2909,108198.984
2910,125054.695
2911,128210.63
2912,169569.08
2913,132563.11
2914,125807.46
2915,124270.04
2916,133295.47
2917,170245.4
2918,149740.55
2919,189205.86
